ds,yhat,yhat_lower,yhat_upper,terminalid,terminal_name,location
2025-12-03,1290634.8945232169,368953.3386448161,2212316.4504016177,CDMOTWL0001,ON THE WAY LTD-PARKLANDS,PARKLANDS
2025-12-04,3036474.782025214,2114793.226146813,3142905.0,CDMOTWL0001,ON THE WAY LTD-PARKLANDS,PARKLANDS
2025-12-05,2520409.559629658,1598728.003751257,3142905.0,CDMOTWL0001,ON THE WAY LTD-PARKLANDS,PARKLANDS
2025-12-06,796137.76710002,0.0,1717819.3229784206,CDMOTWL0001,ON THE WAY LTD-PARKLANDS,PARKLANDS
2025-11-22,819500.0467053778,819500.0302524596,819500.0631582959,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-24,291950.0626990694,291950.0462461512,291950.07915198756,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-25,25300.03600601037,25300.019553092174,25300.052458928567,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-26,0.0,0.0,0.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-27,4806468.4493388105,4806468.432885893,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-28,9305209.057356799,9305209.040903881,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-29,9181236.80163236,9181236.785179442,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-30,6530349.4034974845,6530349.387044567,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-12-01,8653686.818016574,8653686.801563656,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-12-02,8387036.791332655,8387036.774879737,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-12-03,982132.0995367616,982132.0830838435,982132.1159896798,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-12-04,13168205.20466998,13168205.188217063,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-12-05,17666945.812675558,17666945.79622264,1136750.0,CDMSHSM0001,SHIVLING SUPERMARKET LTD,MALABA
2025-11-21,57649.97685954254,57649.953618279986,57650.0001008051,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-11-22,345749.99928209593,345749.9760408334,345750.02252335846,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-11-23,257550.01816117566,257549.9949199131,257550.04140243822,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-11-26,1321199.9856902475,1321199.9624489849,1189290.0,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-01,0.011947572929784656,0.0,0.03518883548268313,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-02,322567.5429673927,322567.5197261302,322567.56620865525,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-03,1526869.0800802999,1526869.0568390372,1189290.0,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-04,5456485.69447388,5456485.671232617,1189290.0,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-05,434719.1752176436,434719.1519763811,434719.19845890615,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-06,756152.3203184142,756152.2970771517,756152.3435596768,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-07,668205.5522221642,668205.5289809017,668205.5754634268,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-08,205669.1063328723,205669.08309160973,205669.12957413486,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-09,528236.6373533267,528236.6141120641,528236.6605945892,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-10,1732538.174456044,1732538.1512147815,1189290.0,NCBA0001,NCBA BANK,"Nairobi, Kenya"
2025-12-11,5662154.788861193,5662154.76561993,1189290.0,NCBA0001,NCBA BANK,"Nairobi, Kenya"
